source,all_jobs,jobs_posted_in_7_days,companies,companies_posted_jobs_in_7_days,updated_date,last_update,string_date
Glints,7440.0,1902.0,1479.0,715.0,2022-04-08 11:09:52.002671,2.0,2022-04-08
,,,,,2022-04-08 11:09:52.002671,1.0,
,,,,,2022-04-08 11:09:52.002671,1.0,
,,,,,2022-04-08 11:09:52.002671,1.0,
Careerbuilder,25812.0,3377.0,3288.0,1179.0,2022-04-08 11:09:52.002671,2.0,2022-04-08
Itviec,2378.0,1297.0,1075.0,678.0,2022-04-08 11:09:52.002671,2.0,2022-04-08
Glints,7441.0,1880.0,1468.0,704.0,2022-04-08 15:13:57.393535,1.0,2022-04-08
,,,,,2022-04-08 15:13:57.393535,1.0,
TopCV,33562.0,20903.0,7052.0,7022.0,2022-04-08 15:13:57.393535,1.0,2022-04-08
,,,,,2022-04-08 15:13:57.393535,1.0,
Careerbuilder,25905.0,3502.0,3300.0,1214.0,2022-04-08 15:13:57.393535,1.0,2022-04-08
Itviec,2400.0,1302.0,1082.0,678.0,2022-04-08 15:13:57.393535,1.0,2022-04-08
,,,,,2022-04-09 22:46:54.614869,1.0,
LinkedIn,27938.0,5569.0,,,2022-04-09 22:46:54.614869,2.0,2022-04-09
,,,,,2022-04-09 22:46:54.614869,1.0,
Vietnamwork,12430.0,3843.0,4931.0,2220.0,2022-04-09 22:46:54.614869,2.0,2022-04-09
Careerbuilder,26104.0,3353.0,2852.0,1178.0,2022-04-09 22:46:54.614869,2.0,2022-04-09
Itviec,2377.0,1309.0,1081.0,671.0,2022-04-09 22:46:54.614869,2.0,2022-04-09
Glints,7562.0,2018.0,1476.0,712.0,2022-04-10 00:08:15.869601,1.0,2022-04-09
LinkedIn,27931.0,5570.0,,,2022-04-10 00:08:15.869601,1.0,2022-04-09
,,,,,2022-04-10 00:08:15.869601,1.0,
Vietnamwork,12432.0,3847.0,4931.0,2221.0,2022-04-10 00:08:15.869601,1.0,2022-04-09
Careerbuilder,26103.0,3352.0,3304.0,1177.0,2022-04-10 00:08:15.869601,1.0,2022-04-09
Itviec,2377.0,1305.0,1081.0,670.0,2022-04-10 00:08:15.869601,1.0,2022-04-09
Glints,7396,2025,1491,706,2022-04-12 06:41:34.435810,1.0,2022-04-11
,,,,,2022-04-12 06:41:34.435810,1.0,
TopCV,31494,20828,7018,6985,2022-04-12 06:41:34.435810,1.0,2022-04-11
Vietnamwork,11335,3164,4654,1902,2022-04-12 06:41:34.435810,1.0,2022-04-11
Careerbuilder,24983,2645,3276,1031,2022-04-12 06:41:34.435810,1.0,2022-04-11
Itviec,2289,1301,1058,668,2022-04-12 06:41:34.435810,1.0,2022-04-11
TopDev,[685],[469],[334],[265],2022-04-12 06:41:34.435810,1.0,2022-04-11
ITNavi,[698],[508],[374],[304],2022-04-12 06:41:34.435810,1.0,2022-04-11
Glints,7396,2008,1489,700,2022-04-12 10:39:36.042130,4.0,2022-04-12
,,,,,2022-04-12 10:39:36.042130,1.0,
TopCV,31757,20836,6970,6936,2022-04-12 10:39:36.042130,4.0,2022-04-12
Vietnamwork,11336,3169,4656,1906,2022-04-12 10:39:36.042130,4.0,2022-04-12
Careerbuilder,25491,2659,3294,1035,2022-04-12 10:39:36.042130,4.0,2022-04-12
Itviec,2295,1280,1060,665,2022-04-12 10:39:36.042130,4.0,2022-04-12
TopDev,686,469,335,266,2022-04-12 10:39:36.042130,4.0,2022-04-12
,,,,,2022-04-12 10:39:36.042130,1.0,
,,,,,2022-04-12 15:51:16.645763,1.0,
,,,,,2022-04-12 15:51:16.645763,1.0,
,,,,,2022-04-12 15:51:16.645763,1.0,
Vietnamwork,11620,3589,4747,2095,2022-04-12 15:51:16.645763,3.0,2022-04-12
Careerbuilder,25772,3057,139,141,2022-04-12 15:51:16.645763,3.0,2022-04-12
Itviec,2372,1278,1082,656,2022-04-12 15:51:16.645763,3.0,2022-04-12
,,,,,2022-04-12 15:51:16.645763,1.0,
,,,,,2022-04-12 15:51:16.645763,1.0,
,,,,,2022-04-12 17:21:54.457881,1.0,
LinkedIn,27969,5595,,,2022-04-12 17:21:54.457881,2.0,2022-04-12
,,,,,2022-04-12 17:21:54.457881,1.0,
Vietnamwork,11718,3694,4754,2133,2022-04-12 17:21:54.457881,2.0,2022-04-12
Careerbuilder,25819,3123,2018,1157,2022-04-12 17:21:54.457881,2.0,2022-04-12
Itviec,2382,1281,1085,659,2022-04-12 17:21:54.457881,2.0,2022-04-12
,,,,,2022-04-12 17:21:54.457881,1.0,
ITNavi,790,601,402,332,2022-04-12 17:21:54.457881,2.0,2022-04-12
Glints,7460,2026,1476,681,2022-04-12 22:18:43.379685,1.0,2022-04-12
LinkedIn,27885,5504,,,2022-04-12 22:18:43.379685,1.0,2022-04-12
,,,,,2022-04-12 22:18:43.379685,1.0,
Vietnamwork,11889,3896,4855,2225,2022-04-12 22:18:43.379685,1.0,2022-04-12
Careerbuilder,25924,3233,3321,1178,2022-04-12 22:18:43.379685,1.0,2022-04-12
Itviec,2390,1299,1087,659,2022-04-12 22:18:43.379685,1.0,2022-04-12
,,,,,2022-04-12 22:18:43.379685,1.0,
,,,,,2022-04-12 22:18:43.379685,1.0,
Glints,7503,2089,1507,680,2022-04-14 01:18:53.562196,5.0,2022-04-13
LinkedIn,26928,4911,,,2022-04-14 01:18:53.562196,5.0,2022-04-13
TopCV,34891,20958,7056,7022,2022-04-14 01:18:53.562196,5.0,2022-04-13
Vietnamwork,12375,3984,4961,2231,2022-04-14 01:18:53.562196,5.0,2022-04-13
Careerbuilder,26199,3290,3330,1187,2022-04-14 01:18:53.562196,5.0,2022-04-13
Itviec,2418,1301,1092,645,2022-04-14 01:18:53.562196,5.0,2022-04-13
TopDev,714,453,341,257,2022-04-14 01:18:53.562196,5.0,2022-04-13
,,,,,2022-04-14 01:18:53.562196,1.0,
Vietnamwork,11811,3304,4817,1925,2022-04-14 08:24:58.770247,1.0,2022-04-13
Careerbuilder,25892,2716,306,276,2022-04-14 08:24:58.770247,1.0,2022-04-13
Itviec,2345,1284,1067,640,2022-04-14 08:24:58.770247,1.0,2022-04-13
Glints,7510,2130,1503,693,2022-04-15 10:30:41.944636,5.0,2022-04-15
TopCV,35017,20947,7036,6997,2022-04-15 10:30:41.944636,5.0,2022-04-15
Vietnamwork,11719,3334,4797,1952,2022-04-15 10:30:41.944636,5.0,2022-04-15
Careerbuilder,26162,2806,3341,1048,2022-04-15 10:30:41.944636,5.0,2022-04-15
Itviec,2382,1319,1076,662,2022-04-15 10:30:41.944636,5.0,2022-04-15
TopDev,722,465,347,258,2022-04-15 10:30:41.944636,5.0,2022-04-15
ITNavi,670,515,367,250,2022-04-15 10:30:41.944636,5.0,2022-04-15
,,,,,2022-04-15 11:17:20.147834,1.0,
LinkedIn,26556,6284,,,2022-04-15 11:17:20.147834,2.0,2022-04-15
,,,,,2022-04-15 11:17:20.147834,1.0,
,,,,,2022-04-15 11:17:20.147834,1.0,
,,,,,2022-04-15 11:17:20.147834,1.0,
,,,,,2022-04-15 11:17:20.147834,1.0,
,,,,,2022-04-15 11:17:20.147834,1.0,
,,,,,2022-04-15 11:17:20.147834,1.0,
,,,,,2022-04-15 11:21:15.242499,1.0,
LinkedIn,26557,6285,,,2022-04-15 11:21:15.242499,1.0,2022-04-15
,,,,,2022-04-15 11:21:15.242499,1.0,
,,,,,2022-04-15 11:21:15.242499,1.0,
,,,,,2022-04-15 11:21:15.242499,1.0,
,,,,,2022-04-15 11:21:15.242499,1.0,
,,,,,2022-04-15 11:21:15.242499,1.0,
,,,,,2022-04-15 11:21:15.242499,1.0,
,,,,,2022-04-17 00:01:48.190103,1.0,
LinkedIn,27503,6227,,,2022-04-17 00:01:48.190103,2.0,2022-04-16
,,,,,2022-04-17 00:01:48.190103,1.0,
,,,,,2022-04-17 00:01:48.190103,1.0,
,,,,,2022-04-17 00:01:48.190103,1.0,
,,,,,2022-04-17 00:01:48.190103,1.0,
,,,,,2022-04-17 00:01:48.190103,1.0,
,,,,,2022-04-17 00:01:48.190103,1.0,
Glints,7658,2179,1516,724,2022-04-17 01:22:49.406390,1.0,2022-04-16
LinkedIn,27504,6228,,,2022-04-17 01:22:49.406390,1.0,2022-04-16
TopCV,32804,20667,6969,6929,2022-04-17 01:22:49.406390,1.0,2022-04-16
Vietnamwork,11366,3438,4663,1982,2022-04-17 01:22:49.406390,1.0,2022-04-16
Careerbuilder,25433,2904,3319,1070,2022-04-17 01:22:49.406390,1.0,2022-04-16
Itviec,2368,1261,1078,654,2022-04-17 01:22:49.406390,1.0,2022-04-16
TopDev,730,468,344,253,2022-04-17 01:22:49.406390,1.0,2022-04-16
,,,,,2022-04-17 01:22:49.406390,1.0,
Glints,7603,2175,1513,729,2022-04-17 11:06:26.187793,1.0,2022-04-17
LinkedIn,27538,6260,,,2022-04-17 11:06:26.187793,1.0,2022-04-17
TopCV,32811,20864,6999,6959,2022-04-17 11:06:26.187793,1.0,2022-04-17
Vietnamwork,11367,3439,4662,1982,2022-04-17 11:06:26.187793,1.0,2022-04-17
Careerbuilder,26413,2913,3362,1073,2022-04-17 11:06:26.187793,1.0,2022-04-17
Itviec,2373,1236,1084,646,2022-04-17 11:06:26.187793,1.0,2022-04-17
TopDev,731,489,344,264,2022-04-17 11:06:26.187793,1.0,2022-04-17
ITNavi,773,585,396,292,2022-04-17 11:06:26.187793,1.0,2022-04-17
Glints,7583,2227,1501,737,2022-04-18 15:54:28.011377,1.0,2022-04-18
LinkedIn,27660,6266,,,2022-04-18 15:54:28.011377,1.0,2022-04-18
,,,,,2022-04-18 15:54:28.011377,1.0,
Vietnamwork,11028,3650,4586,2083,2022-04-18 15:54:28.011377,1.0,2022-04-18
Careerbuilder,26326,3156,3347,1132,2022-04-18 15:54:28.011377,1.0,2022-04-18
Itviec,2427,1310,1095,677,2022-04-18 15:54:28.011377,1.0,2022-04-18
TopDev,712,482,339,258,2022-04-18 15:54:28.011377,1.0,2022-04-18
ITNavi,743,556,394,294,2022-04-18 15:54:28.011377,1.0,2022-04-18
Glints,7575,2301,1504,747,2022-04-19 11:48:20.243860,1.0,2022-04-19
LinkedIn,23253,4971,,,2022-04-19 11:48:20.243860,1.0,2022-04-19
TopCV,33923,20844,6895,6849,2022-04-19 11:48:20.243860,1.0,2022-04-19
Vietnamwork,11463,4211,4744,2310,2022-04-19 11:48:20.243860,1.0,2022-04-19
Careerbuilder,26486,3631,3368,1244,2022-04-19 11:48:20.243860,1.0,2022-04-19
Itviec,2399,1311,1089,674,2022-04-19 11:48:20.243860,1.0,2022-04-19
TopDev,704,508,335,261,2022-04-19 11:48:20.243860,1.0,2022-04-19
ITNavi,784,591,400,339,2022-04-19 11:48:20.243860,1.0,2022-04-19
Glints,7703,2316,1510,741,2022-04-20 10:14:09.688708,1.0,2022-04-20
LinkedIn,26069,5066,,,2022-04-20 10:14:09.688708,1.0,2022-04-20
TopCV,34828,20873,6860,6812,2022-04-20 10:14:09.688708,1.0,2022-04-20
Vietnamwork,11895,4073,4845,2227,2022-04-20 10:14:09.688708,1.0,2022-04-20
Careerbuilder,26581,3473,3383,1200,2022-04-20 10:14:09.688708,1.0,2022-04-20
Itviec,2373,1370,1079,695,2022-04-20 10:14:09.688708,1.0,2022-04-20
TopDev,685,462,327,241,2022-04-20 10:14:09.688708,1.0,2022-04-20
,,,,,2022-04-20 10:14:09.688708,1.0,
Glints,7785,2363,1525,740,2022-04-21 10:16:40.110328,1.0,2022-04-21
LinkedIn,26717,5386,,,2022-04-21 10:16:40.110328,1.0,2022-04-21
TopCV,35060,20878,6847,6800,2022-04-21 10:16:40.110328,1.0,2022-04-21
Vietnamwork,11822,4100,4731,2228,2022-04-21 10:16:40.110328,1.0,2022-04-21
Careerbuilder,26859,3360,3266,1210,2022-04-21 10:16:40.110328,1.0,2022-04-21
Itviec,2375,1307,1083,672,2022-04-21 10:16:40.110328,1.0,2022-04-21
TopDev,675,454,323,240,2022-04-21 10:16:40.110328,1.0,2022-04-21
,,,,,2022-04-21 10:16:40.110328,1.0,
Glints,7872,2422,1537,749,2022-04-22 09:39:13.791694,2.0,2022-04-22
LinkedIn,26342,5381,,,2022-04-22 09:39:13.791694,2.0,2022-04-22
TopCV,35626,20865,6809,6761,2022-04-22 09:39:13.791694,2.0,2022-04-22
Vietnamwork,11825,4064,4715,2219,2022-04-22 09:39:13.791694,2.0,2022-04-22
Careerbuilder,27050,3234,3431,1196,2022-04-22 09:39:13.791694,2.0,2022-04-22
Itviec,2351,1247,1078,661,2022-04-22 09:39:13.791694,2.0,2022-04-22
TopDev,689,456,323,245,2022-04-22 09:39:13.791694,2.0,2022-04-22
,,,,,2022-04-22 09:39:13.791694,1.0,
Glints,7869,2406,1536,745,2022-04-22 11:34:31.603568,1.0,2022-04-22
LinkedIn,26900,5366,,,2022-04-22 11:34:31.603568,1.0,2022-04-22
TopCV,35790,20866,6854,6805,2022-04-22 11:34:31.603568,1.0,2022-04-22
Vietnamwork,11878,4177,4816,2269,2022-04-22 11:34:31.603568,1.0,2022-04-22
Careerbuilder,27113,3319,3435,1217,2022-04-22 11:34:31.603568,1.0,2022-04-22
Itviec,2362,1200,1082,649,2022-04-22 11:34:31.603568,1.0,2022-04-22
TopDev,687,455,323,245,2022-04-22 11:34:31.603568,1.0,2022-04-22
ITNavi,794,599,402,309,2022-04-22 11:34:31.603568,1.0,2022-04-22
,,,,,2022-04-24 14:31:15.830739,1.0,
,,,,,2022-04-24 14:31:15.830739,1.0,
,,,,,2022-04-24 14:31:15.830739,1.0,
Vietnamwork,11341,3984,4642,2203,2022-04-24 14:31:15.830739,2.0,2022-04-24
Careerbuilder,27289,3185,2992,1190,2022-04-24 14:31:15.830739,2.0,2022-04-24
,,,,,2022-04-24 14:31:15.830739,1.0,
,,,,,2022-04-24 14:31:15.830739,1.0,
,,,,,2022-04-24 14:31:15.830739,1.0,
Glints,8167,2529,1570,771,2022-04-24 22:29:17.140045,1.0,2022-04-24
LinkedIn,26698,5592,,,2022-04-24 22:29:17.140045,1.0,2022-04-24
TopCV,35409,20809,6838,6779,2022-04-24 22:29:17.140045,1.0,2022-04-24
Vietnamwork,11348,3992,4643,2205,2022-04-24 22:29:17.140045,1.0,2022-04-24
Careerbuilder,27307,3205,3465,1192,2022-04-24 22:29:17.140045,1.0,2022-04-24
Itviec,2339,1222,1093,644,2022-04-24 22:29:17.140045,1.0,2022-04-24
TopDev,682,464,315,258,2022-04-24 22:29:17.140045,1.0,2022-04-24
,,,,,2022-04-24 22:29:17.140045,1.0,
Glints,8256,2607,1586,786,2022-04-25 07:37:04.602007,1.0,2022-04-25
LinkedIn,26701,5703,,,2022-04-25 07:37:04.602007,1.0,2022-04-25
TopCV,35018,20800,6835,6779,2022-04-25 07:37:04.602007,1.0,2022-04-25
Vietnamwork,10852,3942,4505,2184,2022-04-25 07:37:04.602007,1.0,2022-04-25
Careerbuilder,27105,3207,3453,1188,2022-04-25 07:37:04.602007,1.0,2022-04-25
Itviec,2321,1230,1080,653,2022-04-25 07:37:04.602007,1.0,2022-04-25
TopDev,664,468,308,254,2022-04-25 07:37:04.602007,1.0,2022-04-25
,,,,,2022-04-25 07:37:04.602007,1.0,
Glints,8399,2605,1601,771,2022-04-26 01:34:35.752155,1.0,2022-04-26
LinkedIn,26826,5588,,,2022-04-26 01:34:35.752155,1.0,2022-04-26
TopCV,35937,20817,6833,6770,2022-04-26 01:34:35.752155,1.0,2022-04-26
Vietnamwork,11380,3978,4630,2194,2022-04-26 01:34:35.752155,1.0,2022-04-26
Careerbuilder,26867,3143,3449,1164,2022-04-26 01:34:35.752155,1.0,2022-04-26
Itviec,2331,1324,1075,679,2022-04-26 01:34:35.752155,1.0,2022-04-26
TopDev,655,447,307,247,2022-04-26 01:34:35.752155,1.0,2022-04-26
,,,,,2022-04-26 01:34:35.752155,1.0,
Glints,8415,2573,1606,778,2022-04-27 07:51:30.699797,1.0,2022-04-27
LinkedIn,27558,5801,,,2022-04-27 07:51:30.699797,1.0,2022-04-27
TopCV,36941,20853,6818,6756,2022-04-27 07:51:30.699797,1.0,2022-04-27
Vietnamwork,11841,3980,4777,2214,2022-04-27 07:51:30.699797,1.0,2022-04-27
Careerbuilder,27504,3079,3484,1151,2022-04-27 07:51:30.699797,1.0,2022-04-27
Itviec,2322,1315,1091,678,2022-04-27 07:51:30.699797,1.0,2022-04-27
TopDev,653,448,304,244,2022-04-27 07:51:30.699797,1.0,2022-04-27
,,,,,2022-04-27 07:51:30.699797,1.0,
Glints,8500,2520,1618,778,2022-04-28 08:08:17.442745,1.0,2022-04-28
LinkedIn,25340,5103,,,2022-04-28 08:08:17.442745,1.0,2022-04-28
TopCV,37526,20874,6826,6763,2022-04-28 08:08:17.442745,1.0,2022-04-28
Vietnamwork,11784,3907,4784,2195,2022-04-28 08:08:17.442745,1.0,2022-04-28
Careerbuilder,27666,2999,3515,1087,2022-04-28 08:08:17.442745,1.0,2022-04-28
Itviec,2305,1275,1083,668,2022-04-28 08:08:17.442745,1.0,2022-04-28
TopDev,643,426,304,234,2022-04-28 08:08:17.442745,1.0,2022-04-28
,,,,,2022-04-28 08:08:17.442745,1.0,
,,,,,2022-04-29 08:46:50.349049,1.0,
LinkedIn,25621,4962,,,2022-04-29 08:46:50.349049,4.0,2022-04-29
,,,,,2022-04-29 08:46:50.349049,1.0,
Vietnamwork,11690,3853,4731,2206,2022-04-29 08:46:50.349049,4.0,2022-04-29
Careerbuilder,27880,2942,471,464,2022-04-29 08:46:50.349049,4.0,2022-04-29
Itviec,2273,1262,1065,671,2022-04-29 08:46:50.349049,4.0,2022-04-29
,,,,,2022-04-29 08:46:50.349049,1.0,
,,,,,2022-04-29 08:46:50.349049,1.0,
,,,,,2022-04-29 08:52:39.088697,1.0,
,,,,,2022-04-29 08:52:39.088697,1.0,
,,,,,2022-04-29 08:52:39.088697,1.0,
,,,,,2022-04-29 08:52:39.088697,1.0,
Careerbuilder,2946,27884,159,125,2022-04-29 08:52:39.088697,3.0,2022-04-29
Itviec,2274,1260,1065,670,2022-04-29 08:52:39.088697,3.0,2022-04-29
,,,,,2022-04-29 08:52:39.088697,1.0,
,,,,,2022-04-29 08:52:39.088697,1.0,
Glints,8551,2373,1625,761,2022-04-29 11:46:17.735296,2.0,2022-04-29
LinkedIn,25629,4971,,,2022-04-29 11:46:17.735296,2.0,2022-04-29
TopCV,37946,20859,6774,6711,2022-04-29 11:46:17.735296,2.0,2022-04-29
Vietnamwork,11696,3859,4729,2208,2022-04-29 11:46:17.735296,2.0,2022-04-29
Careerbuilder,27886,2949,3524,1107,2022-04-29 11:46:17.735296,2.0,2022-04-29
Itviec,2274,1260,1065,670,2022-04-29 11:46:17.735296,2.0,2022-04-29
TopDev,663,451,310,240,2022-04-29 11:46:17.735296,2.0,2022-04-29
,,,,,2022-04-29 11:46:17.735296,1.0,
,,,,,2022-04-29 11:57:29.690012,1.0,
,,,,,2022-04-29 11:57:29.690012,1.0,
,,,,,2022-04-29 11:57:29.690012,1.0,
,,,,,2022-04-29 11:57:29.690012,1.0,
,,,,,2022-04-29 11:57:29.690012,1.0,
,,,,,2022-04-29 11:57:29.690012,1.0,
,,,,,2022-04-29 11:57:29.690012,1.0,
,,,,,2022-04-29 11:57:29.690012,1.0,
,,,,,2022-04-30 21:38:44.746649,1.0,
,,,,,2022-04-30 21:38:44.746649,1.0,
,,,,,2022-04-30 21:38:44.746649,1.0,
,,,,,2022-04-30 21:38:44.746649,1.0,
,,,,,2022-04-30 21:38:44.746649,1.0,
,,,,,2022-04-30 21:38:44.746649,1.0,
,,,,,2022-04-30 21:38:44.746649,1.0,
ITNavi,832,634,415,347,2022-04-30 21:38:44.746649,2.0,2022-04-30
Glints,8573,2075,1631,726,2022-05-01 00:05:24.353734,1.0,2022-04-30
LinkedIn,23043,4122,,,2022-05-01 00:05:24.353734,1.0,2022-04-30
,,,,,2022-05-01 00:05:24.353734,1.0,
Vietnamwork,11820,4076,4764,2281,2022-05-01 00:05:24.353734,1.0,2022-04-30
Careerbuilder,28128,2896,3492,1052,2022-05-01 00:05:24.353734,1.0,2022-04-30
Itviec,2289,1196,1072,653,2022-05-01 00:05:24.353734,1.0,2022-04-30
TopDev,676,458,314,238,2022-05-01 00:05:24.353734,1.0,2022-04-30
,,,,,2022-05-01 00:05:24.353734,1.0,
Glints,8575,2014,1631,717,2022-05-01 09:41:51.808050,3.0,2022-05-01
LinkedIn,23307,3919,,,2022-05-01 09:41:51.808050,3.0,2022-05-01
TopCV,27030,20087,6593,6457,2022-05-01 09:41:51.808050,3.0,2022-05-01
Vietnamwork,11178,4002,4596,2253,2022-05-01 09:41:51.808050,3.0,2022-05-01
Careerbuilder,27984,2744,3517,1018,2022-05-01 09:41:51.808050,3.0,2022-05-01
Itviec,2269,1183,1067,654,2022-05-01 09:41:51.808050,3.0,2022-05-01
TopDev,674,461,312,239,2022-05-01 09:41:51.808050,3.0,2022-05-01
,,,,,2022-05-01 09:41:51.808050,1.0,
Glints,8576,1959,1631,702,2022-05-01 17:27:07.523101,2.0,2022-05-01
LinkedIn,23340,3920,,,2022-05-01 17:27:07.523101,2.0,2022-05-01
TopCV,27020,19868,6602,6433,2022-05-01 17:27:07.523101,2.0,2022-05-01
Vietnamwork,11190,4012,4594,2255,2022-05-01 17:27:07.523101,2.0,2022-05-01
Careerbuilder,27998,2759,3516,1022,2022-05-01 17:27:07.523101,2.0,2022-05-01
Itviec,2286,1187,1078,654,2022-05-01 17:27:07.523101,2.0,2022-05-01
TopDev,674,461,312,239,2022-05-01 17:27:07.523101,2.0,2022-05-01
ITNavi,808,615,408,318,2022-05-01 17:27:07.523101,2.0,2022-05-01
Glints,8576,1923,1631,695,2022-05-01 19:58:40.978194,1.0,2022-05-01
LinkedIn,23381,3875,,,2022-05-01 19:58:40.978194,1.0,2022-05-01
TopCV,27019,19816,6592,6417,2022-05-01 19:58:40.978194,1.0,2022-05-01
Vietnamwork,11190,4012,4594,2255,2022-05-01 19:58:40.978194,1.0,2022-05-01
Careerbuilder,28001,2766,3517,1024,2022-05-01 19:58:40.978194,1.0,2022-05-01
Itviec,2289,1191,1078,658,2022-05-01 19:58:40.978194,1.0,2022-05-01
TopDev,674,461,312,239,2022-05-01 19:58:40.978194,1.0,2022-05-01
,,,,,2022-05-01 19:58:40.978194,1.0,
Glints,8566,1914,1633,695,2022-05-02 08:43:10.768986,1.0,2022-05-02
LinkedIn,23595,3760,,,2022-05-02 08:43:10.768986,1.0,2022-05-02
TopCV,25118,19498,6595,6342,2022-05-02 08:43:10.768986,1.0,2022-05-02
Vietnamwork,10816,3974,4480,2241,2022-05-02 08:43:10.768986,1.0,2022-05-02
Careerbuilder,27888,2717,3509,1013,2022-05-02 08:43:10.768986,1.0,2022-05-02
Itviec,2265,1199,1065,660,2022-05-02 08:43:10.768986,1.0,2022-05-02
TopDev,672,454,312,240,2022-05-02 08:43:10.768986,1.0,2022-05-02
ITNavi,806,610,408,299,2022-05-02 08:43:10.768986,1.0,2022-05-02
Glints,8569,1668,1634,659,2022-05-03 08:44:01.927941,1.0,2022-05-03
LinkedIn,23699,3216,,,2022-05-03 08:44:01.927941,1.0,2022-05-03
TopCV,24466,19369,6561,6296,2022-05-03 08:44:01.927941,1.0,2022-05-03
Vietnamwork,10783,3269,4478,1906,2022-05-03 08:44:01.927941,1.0,2022-05-03
Careerbuilder,27858,2204,3507,867,2022-05-03 08:44:01.927941,1.0,2022-05-03
Itviec,2189,1206,1037,653,2022-05-03 08:44:01.927941,1.0,2022-05-03
TopDev,672,463,312,246,2022-05-03 08:44:01.927941,1.0,2022-05-03
,,,,,2022-05-03 08:44:01.927941,1.0,
Glints,8553,1506,1633,615,2022-05-04 05:54:48.205620,1.0,2022-05-04
LinkedIn,24575,3501,,,2022-05-04 05:54:48.205620,1.0,2022-05-04
TopCV,24225,19275,6519,6257,2022-05-04 05:54:48.205620,1.0,2022-05-04
Vietnamwork,10811,2660,4477,1602,2022-05-04 05:54:48.205620,1.0,2022-05-04
Careerbuilder,27600,1878,3467,765,2022-05-04 05:54:48.205620,1.0,2022-05-04
Itviec,2111,1132,1017,622,2022-05-04 05:54:48.205620,1.0,2022-05-04
TopDev,661,435,310,243,2022-05-04 05:54:48.205620,1.0,2022-05-04
,,,,,2022-05-04 05:54:48.205620,1.0,
Glints,8379,1611,1611,624,2022-05-05 06:15:54.212035,1.0,2022-05-05
LinkedIn,26223,4683,,,2022-05-05 06:15:54.212035,1.0,2022-05-05
TopCV,26797,20146,6454,6325,2022-05-05 06:15:54.212035,1.0,2022-05-05
Vietnamwork,10875,2703,4468,1594,2022-05-05 06:15:54.212035,1.0,2022-05-05
Careerbuilder,27772,2006,3469,814,2022-05-05 06:15:54.212035,1.0,2022-05-05
Itviec,2124,1129,1019,617,2022-05-05 06:15:54.212035,1.0,2022-05-05
TopDev,671,452,311,241,2022-05-05 06:15:54.212035,1.0,2022-05-05
ITNavi,690,558,346,267,2022-05-05 06:15:54.212035,1.0,2022-05-05
Glints,8454,1746,1625,645,2022-05-06 07:45:27.258974,1.0,2022-05-06
LinkedIn,26549,4834,,,2022-05-06 07:45:27.258974,1.0,2022-05-06
TopCV,27891,20594,6448,6399,2022-05-06 07:45:27.258974,1.0,2022-05-06
Vietnamwork,10973,2764,4456,1631,2022-05-06 07:45:27.258974,1.0,2022-05-06
Careerbuilder,28752,2198,3566,868,2022-05-06 07:45:27.258974,1.0,2022-05-06
Itviec,2126,1160,1018,626,2022-05-06 07:45:27.258974,1.0,2022-05-06
TopDev,636,432,299,229,2022-05-06 07:45:27.258974,1.0,2022-05-06
,,,,,2022-05-06 07:45:27.258974,1.0,
,,,,,2022-05-07 06:58:18.781445,1.0,
LinkedIn,27544,4501,,,2022-05-07 06:58:18.781445,3.0,2022-05-07
,,,,,2022-05-07 06:58:18.781445,1.0,
Vietnamwork,11067,2626,4537,1604,2022-05-07 06:58:18.781445,3.0,2022-05-07
Careerbuilder,29053,2292,2633,914,2022-05-07 06:58:18.781445,3.0,2022-05-07
Itviec,2118,1172,1014,637,2022-05-07 06:58:18.781445,3.0,2022-05-07
TopDev,619,402,291,224,2022-05-07 06:58:18.781445,3.0,2022-05-07
ITNavi,703,528,350,281,2022-05-07 06:58:18.781445,3.0,2022-05-07
Glints,8510,1821,1638,666,2022-05-07 08:20:11.124247,2.0,2022-05-07
LinkedIn,27401,4505,,,2022-05-07 08:20:11.124247,2.0,2022-05-07
TopCV,28882,20728,6504,6474,2022-05-07 08:20:11.124247,2.0,2022-05-07
Vietnamwork,11067,2626,4537,1604,2022-05-07 08:20:11.124247,2.0,2022-05-07
Careerbuilder,29052,2291,3599,914,2022-05-07 08:20:11.124247,2.0,2022-05-07
Itviec,2119,1166,1014,637,2022-05-07 08:20:11.124247,2.0,2022-05-07
TopDev,619,402,291,224,2022-05-07 08:20:11.124247,2.0,2022-05-07
ITNavi,758,591,392,335,2022-05-07 08:20:11.124247,2.0,2022-05-07
Glints,8516,1875,1638,681,2022-05-07 23:38:58.278527,1.0,2022-05-07
LinkedIn,27017,4519,,,2022-05-07 23:38:58.278527,1.0,2022-05-07
TopCV,28940,20715,6524,6492,2022-05-07 23:38:58.278527,1.0,2022-05-07
Vietnamwork,11107,2697,4575,1628,2022-05-07 23:38:58.278527,1.0,2022-05-07
Careerbuilder,29208,2483,3606,972,2022-05-07 23:38:58.278527,1.0,2022-05-07
Itviec,2149,1117,1020,611,2022-05-07 23:38:58.278527,1.0,2022-05-07
TopDev,619,402,291,224,2022-05-07 23:38:58.278527,1.0,2022-05-07
,,,,,2022-05-07 23:38:58.278527,1.0,
Glints,8556,1927,1641,684,2022-05-08 02:20:08.406273,1.0,2022-05-08
LinkedIn,28567,6164,,,2022-05-08 02:20:08.406273,1.0,2022-05-08
